id;Easting_31983;Northing_31983;Latitude_4326;Longitude_4326
182;416059.65;7433481.517;-23.205616100860578;-45.82030618133864
183;416064.34;7433468.261;-23.2057360717744;-45.820261082756964
184;416080.326;7433445.657;-23.20594105197212;-45.82010611783982
185;416101.988;7433397.517;-23.206376969486065;-45.81989709511079
186;416121.549;7433353.239;-23.206777897076204;-45.81970838885439
187;416146.437;7433308.99;-23.20717883371727;-45.8194676253663
188;416155.256;7433278.49;-23.207454767259424;-45.81938312729231
189;416158.792;7433244.642;-23.207760671922834;-45.81935043806104
190;416174.861;7433223.477;-23.207952658048235;-45.819194579193166
191;416198.841;7433215.635;-23.20802470946275;-45.81896068099217
192;416253.814;7433211.72;-23.208062866927836;-45.81842370602634
193;416312.766;7433209.043;-23.208090042779332;-45.8178477802447
194;416335.973;7433197.766;-23.20819307885009;-45.81762162347596
195;416349.362;7433185.219;-23.208307086992132;-45.81749147681352
196;416386.505;7433173.905;-23.208411164300156;-45.817129139871724
197;416417.632;7433167.982;-23.20846624244471;-45.81682529431537
198;416445.489;7433161.377;-23.20852731414189;-45.81655344015119
199;416487.376;7433140.238;-23.208720372104406;-45.81614528270091
200;416520.034;7433112.187;-23.208975392450817;-45.81582768855935
201;416543.554;7433078.002;-23.2092853532127;-45.8155997259289
202;416552.101;7433067.311;-23.209382350488855;-45.815516790758195
203;416560.376;7433039.022;-23.209638284151566;-45.815437478052104
204;416584.401;7433005.392;-23.2099432570377;-45.81520454813429
205;416619.559;7432959.204;-23.210362220773096;-45.8148635126536
206;416407.979;7432749.133;-23.21224891565217;-45.81694262403608
207;416684.89;7432340.834;-23.215950822356746;-45.814258944129534
208;416695.935;7432324.547;-23.216098490041244;-45.81415189868111
209;416864.555;7432090.557;-23.218220477740207;-45.812516844981346
210;416909.506;7432028.179;-23.218786163057953;-45.81208096104706
211;416928.521;7432042.098;-23.21866140232759;-45.811894373327455
212;416990.847;7432065.231;-23.218455602353878;-45.81128401888617
213;417015.653;7432056.839;-23.218532651940603;-45.811042055717486
214;417052.886;7432046.188;-23.218630731302145;-45.810678770279885
215;417076.767;7432030.376;-23.218774752964066;-45.810446250561505
216;417095.569;7432003.912;-23.219014730459246;-45.810263946342154
217;417101.422;7431985.258;-23.21918351353504;-45.81020776303721
218;417106.386;7431969.437;-23.219326663350692;-45.8101601132092
219;417097.402;7431944.488;-23.219551557497308;-45.81024927094774
220;417082.342;7431929.358;-23.21968745749799;-45.81039727319588
221;417067.262;7431900.724;-23.219945328349812;-45.81054620731859
222;417068.862;7431881.033;-23.220123263726848;-45.810531644238104
223;417097.692;7431832.818;-23.220560207686663;-45.8102525219431
224;417115.726;7431794.951;-23.220903141482154;-45.81007834185753
225;417134.628;7431768.598;-23.221142121036657;-45.809895050869386
226;417167.824;7431753.387;-23.221281182021716;-45.80957145890528
227;417193.013;7431739.352;-23.221409217587677;-45.80932605377993
228;417214.297;7431726.183;-23.221529234420093;-45.80911876422572
229;417231.7;7431719.633;-23.221589271114603;-45.80894904282499
230;417238.431;7431691.778;-23.221841203980123;-45.808884776836415
231;417269.177;7431660.838;-23.22212220868506;-45.808585981207074
232;417301.18;7431642.965;-23.222285251076762;-45.80827418932412
233;417336.251;7431632.966;-23.222377326703;-45.80793198531099
234;417363.675;7431605.219;-23.222629322777347;-45.807665478870064
235;417382.409;7431576.098;-23.222893292601317;-45.80748397344281
236;417407.751;7431558.3;-23.223055321210566;-45.80723727237259
237;417425.014;7431546.991;-23.223158333590828;-45.807069174726784
238;417440.946;7431535.563;-23.223262353874816;-45.80691409118271
239;417462.394;7431517.856;-23.223423364404773;-45.80670544002474
240;417470.304;7431501.185;-23.22357433840723;-45.806629039774634
241;417480.72;7431458.408;-23.223961235034913;-45.80652956434256
242;417492.183;7431413.976;-23.224363132529376;-45.80641994570049
243;417492.59;7431368.933;-23.22476999442789;-45.80641841143769
244;417488.241;7431349.653;-23.224943918954885;-45.80646196076269
245;417488.822;7431348.022;-23.22495867975072;-45.8064563710408
246;417495.484;7431329.326;-23.225127881457908;-45.80639227644892
247;417518.299;7431308.97;-23.225312886409355;-45.806170405537515
248;417543.564;7431281.654;-23.22556087856661;-45.80592496702019
249;417556.528;7431247.412;-23.225870811798078;-45.805800123408915
250;417565.923;7431226.986;-23.226055776023042;-45.805709411098945
251;417581.246;7431207.587;-23.22623176094361;-45.80556070705824
252;417666.304;7431167.853;-23.22659490791003;-45.80473156491729
253;417712.994;7431139.541;-23.226852965588616;-45.80427678238993
254;417719.602;7431128.176;-23.22695594802603;-45.80421281531916
255;417738.976;7431119.755;-23.227032977588973;-45.804023922778924
256;417761.605;7431097.958;-23.22723098557218;-45.80380394119533
257;417780.968;7431075.259;-23.227436977206114;-45.80361592746444
258;417786.436;7431064.884;-23.22753096046095;-45.8035630477128
259;417788.446;7431060.246;-23.2275729526646;-45.803543654011364
260;417794.337;7431048.877;-23.2276759351291;-45.8034866937591
261;417811.896;7431023.181;-23.227908906084288;-45.80331647207377
262;417821.322;7431007.956;-23.228046893547916;-45.8032251709712
263;417837.381;7430972.07;-23.228371828415252;-45.80307015905163
264;417853.016;7430937.178;-23.2286877638688;-45.8029192366421
265;417853.303;7430900.877;-23.22901565950537;-45.80291839270196
266;417850.558;7430899.314;-23.22902963993342;-45.802945305287096
267;417851.41;7430874.305;-23.229255571104733;-45.80293832937651
268;417867.001;7430842.622;-23.229542519606376;-45.80278766242783
269;417894.197;7430823.948;-23.22971254601778;-45.8025228707049
270;417942.131;7430786.899;-23.230049574818896;-45.80205638658976
271;417970.329;7430754.727;-23.230341567915723;-45.801782528026
272;417987.655;7430723.496;-23.23062451926188;-45.801614875885676
273;418007.151;7430698.473;-23.230851506097185;-45.80142567956328
274;418035.768;7430673.166;-23.231081512315487;-45.801147352785414
275;418066.152;7430661.149;-23.231191566847944;-45.800851038861964
276;418084.336;7430642.256;-23.23136311950538;-45.800674333197655
277;418097.739;7430628.331;-23.231489561520444;-45.80054408727571
278;418103.658;7430614.859;-23.231611539270357;-45.800486962738695
279;418124.941;7430601.577;-23.231732565551702;-45.80027966530436
280;418140.91;7430594.908;-23.231793596587192;-45.80012394873511
281;418152.852;7430583.017;-23.23190159378869;-45.80000787172076
282;418160.919;7430569.777;-23.232021582717675;-45.79992974016216
283;418163.767;7430548.653;-23.23221252263301;-45.79990304175097
284;418163.889;7430535.04;-23.232335485358856;-45.799902582114036
285;418164.116;7430507.705;-23.23258239447956;-45.79990183486926
286;418168.212;7430485.148;-23.23278633974115;-45.79986301583772
287;418176.385;7430464.051;-23.232977300627304;-45.79978427051457
288;418173.716;7430449.441;-23.23310912972037;-45.799811143027014
289;418172.722;7430424.41;-23.233335167677875;-45.799822205432115
290;418159.571;7430404.532;-23.233514057443323;-45.79995181053615
291;418161.19;7430350.367;-23.23400337225006;-45.799938902669325
292;418162.882;7430099.416;-23.236270119513616;-45.79993587574077
293;418139.72;7430069.967;-23.236534958890623;-45.80016384699872
294;418133.446;7430049.128;-23.236722870541684;-45.8002262915597
295;418133.06;7430024.666;-23.23694379922879;-45.80023138189322
296;418142.976;7429995.942;-23.237203736281682;-45.800136009430574
297;418157.997;7429968.461;-23.23745270017536;-45.799990672995214
298;418182.036;7429940.695;-23.237704686781132;-45.79975720854546
299;418204.965;7429898.223;-23.238089446725503;-45.79953538393782
300;418211.382;7429862.324;-23.23841401606341;-45.79947459523186
301;418208.478;7429795.899;-23.23901384152998;-45.79950655419461
302;418202.108;7429744.349;-23.23947913924415;-45.79957159040874
303;418204.822;7429731.582;-23.239594589469107;-45.799545750300005
304;418208.782;7429712.952;-23.239763057970688;-45.799508046987604
305;418213.293;7429699.824;-23.239881858210637;-45.79946466186252
306;418231.96;7429648.974;-23.24034207836704;-45.79928494181187
307;418234.573;7429638.932;-23.24043291053474;-45.79925994189736
308;418237.614;7429626.097;-23.24054899116097;-45.79923090882167
309;418245.546;7429592.616;-23.240851795577157;-45.799155180254154
310;418243.461;7429571.457;-23.24104280611197;-45.7991766981109
311;418240.593;7429542.343;-23.241305629559175;-45.79920629737067
312;418238.072;7429531.816;-23.241400587109805;-45.79923150495493
313;418230.076;7429515.629;-23.24154639516044;-45.79931053186439
314;418227.603;7429510.623;-23.241591487816514;-45.79933497329739
315;418219.279;7429498.84;-23.241697501300603;-45.79941696941773
316;418212.354;7429489.037;-23.241785700392466;-45.79948518471323
317;418201.471;7429473.633;-23.241924292404256;-45.799592388700276
318;418188.315;7429461.723;-23.242031212440313;-45.79972162204202
319;418184.045;7429444.214;-23.24218914628355;-45.79976430154271
320;418183.548;7429420.416;-23.24240407188831;-45.799770440826066
321;418166.973;7429419.002;-23.242416018741036;-45.79993252834946
322;418167.794;7429380.801;-23.24276110191668;-45.79992656087871
323;418168.884;7429356.751;-23.242978382608115;-45.79991720194467
324;418172.454;7429309.24;-23.243407693133598;-45.79988486572315
325;418172.789;7429276.925;-23.243699588060515;-45.79988333159884
326;418167.575;7429261.071;-23.243842526395067;-45.79993514991805
327;418171.566;7429242.311;-23.24401217065914;-45.799897150067316
328;418174.467;7429228.679;-23.24413544311952;-45.79986952823551
329;418193.973;7429187.608;-23.24450737865932;-45.799681076928294
330;418218.435;7429170.527;-23.24466287602834;-45.79944289021212
331;418223.238;7429167.173;-23.244693409205652;-45.79939612330406
332;418249.24;7429153.252;-23.244820440712793;-45.79914271296672
333;418270.548;7429137.978;-23.2449594591725;-45.79893525703487
334;418283.268;7429121.442;-23.245109449289487;-45.798811813162
335;418318.606;7429060.974;-23.245657369499053;-45.798469647927824
336;418366.377;7429043.069;-23.245821465246053;-45.79800366367704
337;418390.468;7429011.319;-23.24610943634777;-45.797769887078644
338;418408.046;7428999.124;-23.24622045754545;-45.79759872207854
339;418414.554;7428987.537;-23.246325437616772;-45.797535730439776
340;418443.271;7428977.281;-23.24641949758954;-45.79725558002353
341;418449.021;7428970.434;-23.246481626892397;-45.79719974282776
342;418475.099;7428967.068;-23.24651332295853;-45.796945017651446
343;418496.087;7428957.188;-23.246603602599144;-45.79674039531081
344;418514.605;7428934.959;-23.246805299274524;-45.79656057875103
345;418541.766;7428922.609;-23.246918194061887;-45.796295748443065
346;418571.395;7428900.38;-23.24712044063704;-45.79600732305095
347;418639.296;7428892.97;-23.247190731769425;-45.79534400153697
348;418695.478;7428851.794;-23.24756542490515;-45.79479703746601
349;418741.764;7428752.184;-23.248467419950895;-45.794349928224584
350;418784.974;7428739.834;-23.248581104115903;-45.79392821523615
351;418812.135;7428749.714;-23.248493206749608;-45.79366219092498
352;418833.123;7428752.184;-23.248471933424376;-45.793456903328526
353;418860.283;7428747.244;-23.248517893777716;-45.79319168094197
354;418900.259;7428724.507;-23.24872523374979;-45.79280213336206
