id;Easting_31983;Northing_31983;Latitude_4326;Longitude_4326
245;407800.785;7442581.224;-23.122984739280838;-45.90045873463598
246;407818.043;7442579.286;-23.123003205685833;-45.90029031816714
247;407835.391;7442578.493;-23.123011335074295;-45.90012095375943
248;407852.753;7442578.846;-23.123009114175233;-45.89995138357057
249;407870.055;7442580.345;-23.12299653886443;-45.89978233028787
250;407887.219;7442582.984;-23.122973658991032;-45.8996145560219
251;407904.172;7442586.75;-23.122940587911195;-45.89944877447602
252;407920.839;7442591.626;-23.12289747500143;-45.89928571912357
253;407937.148;7442597.593;-23.122844487872594;-45.89912609425915
254;407953.027;7442604.624;-23.122781866395794;-45.89897060465561
255;407968.407;7442612.688;-23.1227098867404;-45.898819926026015
256;407968.407;7442612.688;-23.1227098867404;-45.898819926026015
257;407988.714;7442623.375;-23.122614489617803;-45.898620975183896
258;408009.652;7442632.764;-23.122530851116025;-45.898415940652555
259;408031.138;7442640.818;-23.12245930078867;-45.89820563514766
260;408031.138;7442640.818;-23.12245930078867;-45.89820563514766
261;408033.51;7442641.533;-23.122452974672864;-45.89818242843515
262;408035.924;7442642.086;-23.122448114104127;-45.89815882131387
263;408038.37;7442642.474;-23.122444745622836;-45.89813491161828
264;408040.837;7442642.695;-23.12244288668165;-45.898110806888106
265;408043.313;7442642.747;-23.12244255467766;-45.89808662442858
266;408045.787;7442642.631;-23.122443739967082;-45.898062471599054
267;408048.248;7442642.348;-23.122446432906177;-45.89803845575893
268;408050.683;7442641.898;-23.122450632772274;-45.89801470385868
269;408053.082;7442641.283;-23.12245632094519;-45.89799131343215
270;408055.435;7442640.507;-23.122463460740374;-45.89796838189305
271;408057.728;7442639.573;-23.122472024283184;-45.89794604577719
272;408059.954;7442638.485;-23.122481975055994;-45.89792437320198
273;408062.1;7442637.249;-23.122493258143255;-45.897903490757614
274;408064.157;7442635.87;-23.122505827884005;-45.89788348603257
275;408066.115;7442634.354;-23.12251962952957;-45.897864456320846
276;408067.967;7442632.708;-23.12253459946587;-45.897846469559944
277;408069.702;7442630.941;-23.12255065579205;-45.89782963262932
278;408071.313;7442629.06;-23.12256773489405;-45.897814013466736
279;408072.792;7442627.073;-23.12258576407;-45.89779968971553
280;408074.133;7442624.991;-23.12260464363262;-45.897786719307845
281;408075.33;7442622.823;-23.12262429195901;-45.897775160296156
282;408076.377;7442620.578;-23.122644627426236;-45.89776507073306
283;408077.268;7442618.267;-23.122665550346934;-45.89775650855102
284;408078.001;7442615.901;-23.122686961256072;-45.897749492620655
285;408078.571;7442613.491;-23.12270876052179;-45.89774407110912
286;408078.976;7442611.048;-23.122730848678938;-45.89774026288716
287;408079.214;7442608.582;-23.122753135294538;-45.89773808688561
288;408079.284;7442606.107;-23.122775493862353;-45.897737552029504
289;408079.284;7442606.107;-23.122775493862353;-45.897737552029504
290;408079.527;7442597.804;-23.12285050166476;-45.897735677960476
291;408080.347;7442589.538;-23.122925207345105;-45.89772816696361
292;408081.741;7442581.349;-23.122999249448434;-45.89771504592245
293;408083.701;7442573.277;-23.12307226624133;-45.897696390548454
294;408086.219;7442565.361;-23.123143905022;-45.897672276613704
295;408089.282;7442557.64;-23.12321381281023;-45.89764282871867
296;408092.876;7442550.151;-23.123281654634162;-45.897608181350456
297;408096.982;7442542.93;-23.123347104275833;-45.897568517885
298;408101.581;7442536.013;-23.123409835516934;-45.897524021699454
299;408106.651;7442529.433;-23.123469549068794;-45.89747490564924
300;408112.166;7442523.222;-23.123525954452457;-45.89742142171346
301;408118.101;7442517.41;-23.123578779308826;-45.897363812227304
302;408124.426;7442512.026;-23.12362776003323;-45.897302368415396
303;408131.111;7442507.095;-23.123672669149855;-45.89723738174414
304;408138.123;7442502.641;-23.123713288048624;-45.897169173038215
305;408145.428;7442498.687;-23.12374940709641;-45.897098072949404
306;408152.99;7442495.251;-23.123780861710355;-45.897024431962315
307;408160.774;7442492.35;-23.123807496395806;-45.896948590857264
308;408168.74;7442489.999;-23.123829173445348;-45.896870939363716
309;408176.852;7442488.207;-23.123845809567506;-45.89679182851002
310;408185.068;7442486.985;-23.12385730307391;-45.896711667798755
311;408193.349;7442486.338;-23.123863606636696;-45.89663083779656
312;408201.655;7442486.27;-23.1238646819054;-45.89654972889611
313;408209.946;7442486.78;-23.123860535691332;-45.896468731790385
314;408218.181;7442487.866;-23.123851183783295;-45.89638824699793
315;408226.321;7442489.523;-23.123836669178473;-45.896308655685964
316;408234.325;7442491.743;-23.123817061860418;-45.89623035873243
317;408234.325;7442491.743;-23.123817061860418;-45.89623035873243
318;408248.1;7442495.591;-23.123783070278154;-45.8960956069504
319;408262.098;7442498.525;-23.123757346376024;-45.89595873232597
320;408276.259;7442500.531;-23.12374001327228;-45.8958203216093
321;408290.521;7442501.601;-23.123731139783075;-45.895680980720606
322;408304.823;7442501.73;-23.123730767685547;-45.89554130563398
323;408319.102;7442500.918;-23.12373889348705;-45.895401911554686
324;408333.297;7442499.168;-23.123755486711364;-45.89526339397741
325;408347.346;7442496.487;-23.12378048070007;-45.89512635792353
326;408361.187;7442492.888;-23.12381375460356;-45.89499140805629
327;408361.187;7442492.888;-23.12381375460356;-45.89499140805629
328;408375.851;7442489.074;-23.123849015913738;-45.89484843391505
329;408390.733;7442486.231;-23.123875518907298;-45.89470327263899
330;408405.77;7442484.373;-23.123893133637345;-45.89455653864888
331;408420.897;7442483.506;-23.123901802305983;-45.89440886637742
332;408436.048;7442483.634;-23.123901485126638;-45.894260900143664
333;408451.157;7442484.758;-23.123892169411704;-45.894113284446725
334;408466.16;7442486.872;-23.12387390581208;-45.89396664467345
335;408466.16;7442486.872;-23.12387390581208;-45.89396664467345
336;408475.809;7442488.901;-23.123856113512414;-45.89387229502027
337;408485.295;7442491.592;-23.12383233281815;-45.89377949757394
338;408494.573;7442494.93;-23.123802696724724;-45.89368869269521
339;408503.599;7442498.901;-23.12376732925164;-45.89360031091827
340;408512.329;7442503.484;-23.12372641764473;-45.89351478319472
341;408520.722;7442508.659;-23.12368014028442;-45.89343251111792
342;408528.738;7442514.4;-23.12362872980034;-45.89335388687281
343;408536.34;7442520.681;-23.12357241898867;-45.893279273345655
344;408543.49;7442527.471;-23.12351148575172;-45.893209043485285
345;408550.154;7442534.738;-23.123446217245622;-45.893143531235914
346;408556.302;7442542.447;-23.123376927944484;-45.89308303165676
347;408561.903;7442550.562;-23.12330394129939;-45.89302784963027
348;408566.931;7442559.044;-23.12322760813446;-45.892978241388384
349;408571.362;7442567.852;-23.123148297448612;-45.89293444374952
350;408575.174;7442576.946;-23.123066369318803;-45.89289667393938
351;408575.174;7442576.946;-23.123066369318803;-45.89289667393938
352;408576.771;7442580.755;-23.123032053935095;-45.892880850712395
353;408578.627;7442584.446;-23.122998818666783;-45.892862505272355
354;408580.731;7442588.001;-23.122966825484603;-45.89284174611726
355;408583.075;7442591.403;-23.12293622749285;-45.89281865238844
356;408585.647;7442594.635;-23.122907177574675;-45.89279334228901
357;408588.436;7442597.683;-23.12287980157188;-45.892765924076905
358;408591.427;7442600.532;-23.122854234137407;-45.89273654513158
359;408594.607;7442603.168;-23.12283060100253;-45.892705333241274
360;408597.961;7442605.58;-23.12280900069147;-45.892672435545684
361;408601.473;7442607.755;-23.122789549737632;-45.892638009069174
362;408605.126;7442609.684;-23.12277232849047;-45.89260222036228
363;408608.903;7442611.357;-23.12275742633174;-45.892565236034976
364;408612.786;7442612.766;-23.12274491452366;-45.892527232342985
365;408616.757;7442613.905;-23.122734846264223;-45.89248838542229
366;408620.797;7442614.768;-23.122727274696285;-45.892448881174204
367;408624.887;7442615.352;-23.122722225866312;-45.89240890532065
368;408629.007;7442615.653;-23.122719734797872;-45.89236865340868
369;408633.137;7442615.67;-23.122719809418143;-45.89232832080611
370;408638.291;7442615.673;-23.122720067047183;-45.892277989149214
371;408643.435;7442615.997;-23.122717424769487;-45.89222773597541
372;408648.548;7442616.638;-23.122711917553907;-45.89217776660268
373;408653.612;7442617.596;-23.122703544406434;-45.8921282568135
374;408658.607;7442618.866;-23.122692349383804;-45.89207940221986
375;408663.513;7442620.443;-23.12267837654305;-45.89203139843359
376;408668.312;7442622.322;-23.12266167005185;-45.89198442153522
377;408672.986;7442624.494;-23.122642310206913;-45.89193864784387
378;408677.515;7442626.953;-23.12262035009809;-45.89189427303025
379;408677.515;7442626.953;-23.12262035009809;-45.89189427303025
380;408689.723;7442633.545;-23.122561483841988;-45.89177466216729
381;408702.34;7442639.316;-23.12251005551238;-45.89165110631634
382;408715.311;7442644.241;-23.122466287870097;-45.89152414405531
383;408728.579;7442648.296;-23.12243039453502;-45.89139433343077
384;408742.087;7442651.466;-23.122402507838807;-45.891262231949995
385;408755.774;7442653.735;-23.12238276892645;-45.89112843624017
386;408769.581;7442655.095;-23.122371246797574;-45.89099352291889
387;408769.581;7442655.095;-23.122371246797574;-45.89099352291889
388;408786.551;7442656.761;-23.122357135143336;-45.89082770310798
389;408803.374;7442659.536;-23.122332998486126;-45.89066325273691
390;408819.979;7442663.41;-23.12229892323685;-45.890500865787956
391;408819.979;7442663.41;-23.12229892323685;-45.890500865787956
392;408835.797;7442668.119;-23.122257262540543;-45.89034611459275
393;408851.332;7442673.689;-23.12220780935795;-45.89019407581713
394;408866.539;7442680.103;-23.122150714764032;-45.89004518994454
395;408881.37;7442687.341;-23.12208615676668;-45.889899926931236
396;408881.37;7442687.341;-23.12208615676668;-45.889899926931236
397;408902.617;7442699.285;-23.121979446442054;-45.88969172852098
398;408923.09;7442712.511;-23.12186111391014;-45.88949101257426
399;408942.712;7442726.969;-23.121731606569462;-45.88929853404161
400;408961.409;7442742.605;-23.121591408115282;-45.889115018805924
401;408979.11;7442759.36;-23.12144104757129;-45.888941163741556
402;408995.75;7442777.17;-23.12128109945406;-45.88877760741765
403;409011.264;7442795.968;-23.121112165377863;-45.88862498857158
404;409025.594;7442815.684;-23.12093487443926;-45.88848387775101
405;409025.594;7442815.684;-23.12093487443926;-45.88848387775101
406;409108.738;7442930.335;-23.119903892441414;-45.8876651317047
407;409198.523;7443039.863;-23.118919542316206;-45.88678185129157
408;409198.523;7443039.863;-23.118919542316206;-45.88678185129157
409;409222.448;7443069.251;-23.11865541643892;-45.88654647384598
410;409244.38;7443100.156;-23.118377478943163;-45.886330469428565
411;409264.223;7443132.44;-23.118086971090317;-45.88613478363474
412;409281.892;7443165.965;-23.117785134743023;-45.88596025461574
413;409281.892;7443165.965;-23.117785134743023;-45.88596025461574
414;409345.258;7443308.22;-23.116503728666693;-45.885333046202696
415;409399.112;7443454.341;-23.115186880036344;-45.8847985057977
416;409399.112;7443454.341;-23.115186880036344;-45.8847985057977
417;409404.999;7443474.277;-23.115007135801942;-45.88473983905942
418;409409.555;7443494.559;-23.11482419350554;-45.88469414917393
419;409412.762;7443515.097;-23.11463886507528;-45.88466161718923
420;409414.606;7443535.803;-23.114451944590883;-45.88464238497157
421;409415.077;7443556.585;-23.114264262476883;-45.88463655556167
422;409415.077;7443556.585;-23.114264262476883;-45.88463655556167
423;409414.662;7443596.669;-23.11390219164727;-45.884638235388785
424;409414.662;7443596.669;-23.11390219164727;-45.884638235388785
425;409430.373;7443610.539;-23.11377777463244;-45.88448399821367
426;409445.26;7443625.29;-23.113645354958386;-45.884337755456514
427;409459.275;7443640.872;-23.11350538163209;-45.88419997879333
428;409472.37;7443657.235;-23.113358303661062;-45.8840711398935
429;409472.37;7443657.235;-23.113358303661062;-45.8840711398935
430;409505.034;7443697.637;-23.11299516999998;-45.88374979148593
431;409540.341;7443735.751;-23.1126528458741;-45.88340277165317
432;409578.131;7443771.404;-23.1123328849499;-45.88303165300523
433;409588.024;7443780.728;-23.11224920892118;-45.88293449914193
434;409597.276;7443790.688;-23.112159753301775;-45.88284356705657
435;409605.846;7443801.239;-23.11206492231338;-45.88275925976258
436;409613.698;7443812.337;-23.111965111418723;-45.882681931386806
437;409620.796;7443823.93;-23.111860788338408;-45.88261193652491
438;409627.109;7443835.97;-23.1117523849369;-45.88254958070903
